1001,1001000100,소요산,1호선
1001,1001000101,동두천,1호선
1001,1001000102,보산,1호선
1001,1001000103,동두천중앙,1호선
1001,1001000104,지행,1호선
1001,1001000105,덕정,1호선
1001,1001000106,덕계,1호선
1001,1001000107,양주,1호선
1001,1001000108,녹양,1호선
1001,1001000109,가능,1호선
1001,1001000110,의정부,1호선
1001,1001000111,회룡,1호선
1001,1001000112,망월사,1호선
1001,1001000113,도봉산,1호선
1001,1001000114,도봉,1호선
1001,1001000115,방학,1호선
1001,1001000116,창동,1호선
1001,1001000117,녹천,1호선
1001,1001000118,월계,1호선
1001,1001000119,광운대,1호선
1001,1001000120,석계,1호선
1001,1001000121,신이문,1호선
1001,1001000122,외대앞,1호선
1001,1001000123,회기,1호선
1001,1001000124,청량리,1호선
1001,1001000125,제기동,1호선
1001,1001000126,신설동,1호선
1001,1001000127,동묘앞,1호선
1001,1001000128,동대문,1호선
1001,1001000129,종로5가,1호선
1001,1001000130,종로3가,1호선
1001,1001000131,종각,1호선
1001,1001000132,시청,1호선
1001,1001000133,서울,1호선
1001,1001000134,남영,1호선
1001,1001000135,용산,1호선
1001,1001000136,노량진,1호선
1001,1001000137,대방,1호선
1001,1001000138,신길,1호선
1001,1001000139,영등포,1호선
1001,1001000140,신도림,1호선
1001,1001000141,구로,1호선
1001,1001000142,구일,1호선
1001,1001000143,개봉,1호선
1001,1001000144,오류동,1호선
1001,1001000145,온수,1호선
1001,1001000146,역곡,1호선
1001,1001000147,소사,1호선
1001,1001000148,부천,1호선
1001,1001000149,중동,1호선
1001,1001000150,송내,1호선
1001,1001000151,부개,1호선
1001,1001000152,부평,1호선
1001,1001000153,백운,1호선
1001,1001000154,동암,1호선
1001,1001000155,간석,1호선
1001,1001000156,주안,1호선
1001,1001000157,도화,1호선
1001,1001000158,제물포,1호선
1001,1001000159,도원,1호선
1001,1001000160,동인천,1호선
1001,1001000161,인천,1호선
1001,1001001001,청산,1호선
1001,1001001002,전곡,1호선
1001,1001001003,연천,1호선
1001,1001075410,광명,1호선
1001,1001080142,가산디지털단지,1호선
1001,1001080143,독산,1호선
1001,1001080144,금천구청,1호선
1001,1001080145,석수,1호선
1001,1001080146,관악,1호선
1001,1001080147,안양,1호선
1001,1001080148,명학,1호선
1001,1001080149,금정,1호선
1001,1001080150,군포,1호선
1001,1001080151,당정,1호선
1001,1001080152,의왕,1호선
1001,1001080153,성균관대,1호선
1001,1001080154,화서,1호선
1001,1001080155,수원,1호선
1001,1001080156,세류,1호선
1001,1001080157,병점,1호선
1001,1001080158,세마,1호선
1001,1001080159,오산대,1호선
1001,1001080160,오산,1호선
1001,1001080161,진위,1호선
1001,1001080162,송탄,1호선
1001,1001080163,서정리,1호선
1001,1001080164,지제,1호선
1001,1001080165,평택,1호선
1001,1001080166,성환,1호선
1001,1001080167,직산,1호선
1001,1001080168,두정,1호선
1001,1001080169,천안,1호선
1001,1001080170,봉명,1호선
1001,1001080171,쌍용(나사렛대),1호선
1001,1001080172,아산,1호선
1001,1001080173,탕정,1호선
1001,1001080174,배방,1호선
1001,1001080175,온양온천,1호선
1001,1001080176,신창,1호선
1001,1001801571,서동탄,1호선
1002,1002000201,시청,2호선
1002,1002000202,을지로입구,2호선
1002,1002000203,을지로3가,2호선
1002,1002000204,을지로4가,2호선
1002,1002000205,동대문역사문화공원,2호선
1002,1002000206,신당,2호선
1002,1002000207,상왕십리,2호선
1002,1002000208,왕십리,2호선
1002,1002000209,한양대,2호선
1002,1002000210,뚝섬,2호선
1002,1002000211,성수,2호선
1002,1002000212,건대입구,2호선
1002,1002000213,구의,2호선
1002,1002000214,강변,2호선
1002,1002000215,잠실나루,2호선
1002,1002000216,잠실,2호선
1002,1002000217,잠실새내,2호선
1002,1002000218,종합운동장,2호선
1002,1002000219,삼성,2호선
1002,1002000220,선릉,2호선
1002,1002000221,역삼,2호선
1002,1002000222,강남,2호선
1002,1002000223,교대,2호선
1002,1002000224,서초,2호선
1002,1002000225,방배,2호선
1002,1002000226,사당,2호선
1002,1002000227,낙성대,2호선
1002,1002000228,서울대입구,2호선
1002,1002000229,봉천,2호선
1002,1002000230,신림,2호선
1002,1002000231,신대방,2호선
1002,1002000232,구로디지털단지,2호선
1002,1002000233,대림,2호선
1002,1002000234,신도림,2호선
1002,1002000235,문래,2호선
1002,1002000236,영등포구청,2호선
1002,1002000237,당산,2호선
1002,1002000238,합정,2호선
1002,1002000239,홍대입구,2호선
1002,1002000240,신촌,2호선
1002,1002000241,이대,2호선
1002,1002000242,아현,2호선
1002,1002000243,충정로,2호선
1002,1002002111,용답,2호선
1002,1002002112,신답,2호선
1002,1002002113,용두,2호선
1002,1002002114,신설동,2호선
1002,1002002341,도림천,2호선
1002,1002002342,양천구청,2호선
1002,1002002343,신정네거리,2호선
1002,1002002344,까치산,2호선
1003,1003000309,대화,3호선
1003,1003000310,주엽,3호선
1003,1003000311,정발산,3호선
1003,1003000312,마두,3호선
1003,1003000313,백석,3호선
1003,1003000314,대곡,3호선
1003,1003000315,화정,3호선
1003,1003000316,원당,3호선
1003,1003000317,원흥,3호선
1003,1003000318,삼송,3호선
1003,1003000319,지축,3호선
1003,1003000320,구파발,3호선
1003,1003000321,연신내,3호선
1003,1003000322,불광,3호선
1003,1003000323,녹번,3호선
1003,1003000324,홍제,3호선
1003,1003000325,무악재,3호선
1003,1003000326,독립문,3호선
1003,1003000327,경복궁,3호선
1003,1003000328,안국,3호선
1003,1003000329,종로3가,3호선
1003,1003000330,을지로3가,3호선
1003,1003000331,충무로,3호선
1003,1003000332,동대입구,3호선
1003,1003000333,약수,3호선
1003,1003000334,금호,3호선
1003,1003000335,옥수,3호선
1003,1003000336,압구정,3호선
1003,1003000337,신사,3호선
1003,1003000338,잠원,3호선
1003,1003000339,고속터미널,3호선
1003,1003000340,교대,3호선
1003,1003000341,남부터미널,3호선
1003,1003000342,양재,3호선
1003,1003000343,매봉,3호선
1003,1003000344,도곡,3호선
1003,1003000345,대치,3호선
1003,1003000346,학여울,3호선
1003,1003000347,대청,3호선
1003,1003000348,일원,3호선
1003,1003000349,수서,3호선
1003,1003000350,가락시장,3호선
1003,1003000351,경찰병원,3호선
1003,1003000352,오금,3호선
1004,1004000409,당고개,4호선
1004,1004000410,상계,4호선
1004,1004000411,노원,4호선
1004,1004000412,창동,4호선
1004,1004000413,쌍문,4호선
1004,1004000414,수유,4호선
1004,1004000415,미아,4호선
1004,1004000416,미아사거리,4호선
1004,1004000417,길음,4호선
1004,1004000418,성신여대입구,4호선
1004,1004000419,한성대입구,4호선
1004,1004000420,혜화,4호선
1004,1004000421,동대문,4호선
1004,1004000422,동대문역사문화공원,4호선
